review_label,label_schema,review_reason,partition,bvid,text,pred_label,pred_raw_label,model_confidence,lexicon_score,prob_positive,prob_neutral,prob_negative,pos_cnt,neg_cnt,word_len
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,我懂了 高级工程师,正面,中性,0.6009865347000731,3.0,0.2352739647546769,0.6009865347000731,0.16373950054525,3,0,3
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,可以的,正面,中性,0.6109552607210994,3.0,0.2006886276534036,0.6109552607210994,0.188356111625497,3,0,1
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,59个人啊哈哈哈,正面,正面,0.6330548168789962,3.0,0.6330548168789962,0.220623740798636,0.1463214423223678,3,0,3
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,章鱼哥哈哈哈,正面,正面,0.6377310746590193,3.0,0.6377310746590193,0.1457357977857512,0.2165331275552295,3,0,3
1,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,泡面送的碗，非常好用,正面,正面,0.6479425397922373,4.0,0.6479425397922373,0.143369396357435,0.2086880638503278,3,0,6
1,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,这个电磁炉太经典了,正面,中性,0.604125557384564,2.8,0.2344338874228658,0.604125557384564,0.1614405551925701,2,0,4
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,"实话实说,老师这句没吹牛,后面听了很多,讲的真好",正面,正面,0.4763152346505868,2.4,0.4763152346505868,0.3538136523367943,0.1698711130126188,2,0,14
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,C++的学这个有用不,正面,正面,0.3605223648800483,2.0,0.3605223648800483,0.2871343987604474,0.3523432363595042,2,0,5
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,只会数据库可以找什么工作,正面,正面,0.3700196119723677,2.0,0.3700196119723677,0.3220599175417553,0.307920470485877,2,0,6
1,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,最后的巴掌特别丝滑,正面,中性,0.6384726490014055,2.8,0.2039217014663873,0.6384726490014055,0.1576056495322072,2,0,4
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,C也是可以连接数据库的,正面,负面,0.3751840792294094,2.0,0.3582524388903453,0.2665634818802453,0.3751840792294094,2,0,5
-1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,怎么学 学完以后有什么收获  存储和管理数据的大型软件 操作,正面,正面,0.3786533043011117,2.0,0.3786533043011117,0.2755067809015898,0.3458399147972983,2,0,12
-1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,初级面试要高级的内容,正面,正面,0.3821963075577519,2.0,0.3821963075577519,0.3405863470762176,0.2772173453660304,2,0,5
0,"1=正面,0=中性,-1=负面",词典偏正但模型偏负,学习区,BV1Kr4y1i7ru,还是阿玮的声音好听一点,正面,负面,0.7286921237895706,3.0,0.1741917868027767,0.0971160894076527,0.7286921237895706,3,0,5
1,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,完美的黄金回旋,正面,中性,0.3959969055293653,2.0,0.303127739856084,0.3959969055293653,0.3008753546145505,2,0,3
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,凌晨3点，37人卷666都不睡觉吗,正面,负面,0.4021595911522018,2.0,0.3779858209044202,0.219854587943378,0.4021595911522018,2,0,10
-1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,好啊 可惜我是学会计的,正面,负面,0.4046501496552689,2.0,0.3968971001092693,0.1984527502354619,0.4046501496552689,2,0,4
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,哈哈哈哈  猴哥吗?,正面,负面,0.4203412627820385,2.0,0.3110756470139305,0.268583090204031,0.4203412627820385,2,0,3
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,root密码忘了直接sudo哈哈,正面,中性,0.4318183693685682,2.0,0.3674848726548013,0.4318183693685682,0.2006967579766305,2,0,6
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,加油,正面,中性,0.4370257685563137,2.0,0.4104408964675414,0.4370257685563137,0.1525333349761449,2,0,1
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,有个很牛逼的命令   rm -rf /data/mysql/*,正面,负面,0.6041993750798663,2.5,0.3153630819913395,0.0804375429287941,0.6041993750798663,2,0,6
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,最喜欢的一集,正面,正面,0.4378094048457253,2.0,0.4378094048457253,0.2335111133886248,0.3286794817656499,2,0,3
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,怎么和pink老师口音一样哈哈,正面,中性,0.4460567998769359,2.0,0.3735742182591341,0.4460567998769359,0.1803689818639298,2,0,6
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,也要活的漂亮,正面,负面,0.4463266976298986,2.0,0.3160210515482731,0.2376522508218283,0.4463266976298986,2,0,4
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,"mysql课程基础,近几届,sql语句的基本函数约束夺宝,事务,成为初级摸鱼说起来市级企业",负面,中性,0.4487606821293279,-2.0,0.2905231284260959,0.4487606821293279,0.2607161894445761,0,2,23
1,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,666秒开仙人,正面,中性,0.4510668675641502,2.0,0.3649608227139869,0.4510668675641502,0.1839723097218628,2,0,4
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,7.4展宸冲冲冲,正面,中性,0.4510668675641502,2.0,0.3649608227139869,0.4510668675641502,0.1839723097218628,2,0,4
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,bilibili职业技术学院研究生院计算机应用技术专业路过,正面,正面,0.4525081903518966,2.0,0.4525081903518966,0.2070811061388288,0.3404107035092745,2,0,10
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,猴哥说数据库哈哈哈哈,正面,正面,0.4533460542939742,2.0,0.4533460542939742,0.3069242054581599,0.2397297402478659,2,0,4
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,c++来了，有用不,正面,正面,0.4539449536665488,2.0,0.4539449536665488,0.3356024548543589,0.2104525914790922,2,0,5
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,支持黑马,正面,中性,0.4562350070607523,2.0,0.3998065303927541,0.4562350070607523,0.1439584625464936,2,0,2
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,推荐算法，也要来学数据库,正面,正面,0.4594101571931215,2.0,0.4594101571931215,0.1796061803810291,0.3609836624258494,2,0,7
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,希望我可以看完吧。。。。。,正面,正面,0.4644372849954477,2.0,0.4644372849954477,0.3059409183534701,0.2296217966510821,2,0,9
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,老师讲的听不懂，还是b站大学牛壁,负面,中性,0.4728747722717741,-2.0,0.2089481351800876,0.4728747722717741,0.3181770925481382,0,2,9
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,黑马牛逼,正面,负面,0.4736214330674538,2.0,0.2959052208119881,0.230473346120558,0.4736214330674538,2,0,3
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,哈哈哈哈哈哈哈哈,正面,中性,0.4770042444664223,2.0,0.3535916934049357,0.4770042444664223,0.1694040621286418,2,0,2
1,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,哈哈哈哈哈哈哈哈,正面,中性,0.4770042444664223,2.0,0.3535916934049357,0.4770042444664223,0.1694040621286418,2,0,2
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,古丽孜巴我喜欢你,正面,正面,0.4771772549597301,2.0,0.4771772549597301,0.3155330527838153,0.2072896922564545,2,0,2
1,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,我的笑点和道德在打架，哈哈哈哈,正面,正面,0.4829163785425367,2.0,0.4829163785425367,0.3079361175282964,0.2091475039291668,2,0,7
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,我怎么感觉初级java要会高级数据库啊，119个人,正面,正面,0.4838283935434816,2.0,0.4838283935434816,0.1773107561127753,0.3388608503437431,2,0,10
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,感谢UP主,正面,中性,0.4865005300521851,2.0,0.3449163979750698,0.4865005300521851,0.1685830719727451,2,0,3
1,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,做事要讲良心,正面,正面,0.4894569970626234,2.0,0.4894569970626234,0.3396749795655707,0.1708680233718059,2,0,4
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,良心视频,正面,中性,0.4915280830468486,2.0,0.3511314185087501,0.4915280830468486,0.1573404984444011,2,0,2
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,感谢老师,正面,中性,0.4930628766029061,2.0,0.3627590731393249,0.4930628766029061,0.1441780502577691,2,0,2
-1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,能顺利安装不，失败几次了,正面,正面,0.4942247570884545,2.0,0.4942247570884545,0.1720014632067623,0.3337737797047831,3,1,7
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,学了C学数据库可以吗,正面,中性,0.4965814767437195,2.0,0.335410635396395,0.4965814767437195,0.1680078878598855,2,0,5
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,秋招加油~,正面,正面,0.4992099282102791,2.0,0.4992099282102791,0.3421676908162572,0.1586223809734636,2,0,2
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,加油干,正面,正面,0.4992099282102791,2.0,0.4992099282102791,0.3421676908162572,0.1586223809734636,2,0,2
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,加油你们,正面,正面,0.4992099282102791,2.0,0.4992099282102791,0.3421676908162572,0.1586223809734636,2,0,2
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,加油努力,正面,正面,0.4992099282102791,2.0,0.4992099282102791,0.3421676908162572,0.1586223809734636,2,0,2
1,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,666还会打暗号,正面,中性,0.4995247907693783,2.0,0.326871990168897,0.4995247907693783,0.1736032190617245,2,0,3
1,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,哈哈哈哈，都是买东西送的碗呀,正面,负面,0.5028189920392584,2.0,0.3295271194781954,0.1676538884825461,0.5028189920392584,2,0,7
1,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,666，他家蓝色的碗跟我家的一模一样。,正面,正面,0.5029596819103822,2.0,0.5029596819103822,0.2034102029424594,0.2936301151471582,2,0,9
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,系统学习下mysql,正面,正面,0.5032088894595926,2.0,0.5032088894595926,0.4207740474727706,0.0760170630676368,2,0,4
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,这头发认真的吗,正面,中性,0.5041872652336796,2.0,0.3148448610810239,0.5041872652336796,0.1809678736852965,2,0,2
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,加油兄弟们,正面,正面,0.5085093703592136,2.0,0.5085093703592136,0.3345166698262778,0.1569739598145085,2,0,3
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,399一年，我说实话心动了，还是毕竟是付费的我还是先学好这个吧,正面,负面,0.5087841984211313,2.0,0.3743635008922673,0.1168523006866014,0.5087841984211313,2,0,13
-1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,在学校看的没声音啥都看不懂,负面,中性,0.5175866037546274,-2.0,0.0898435361030193,0.5175866037546274,0.3925698601423532,0,2,8
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,109个，666,正面,中性,0.519829506620849,2.0,0.3453644340280053,0.519829506620849,0.1348060593511454,2,0,4
1,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,牛啊满级扇巴掌,正面,正面,0.520582031146974,2.0,0.520582031146974,0.219549887959529,0.259868080893497,2,0,4
-1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,事实证明企业的需要一直是在进步的，学习这些还远远不够,正面,正面,0.5337004331828714,2.0,0.5337004331828714,0.1731945108332527,0.2931050559838757,2,0,11
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,金融专业的来了,正面,中性,0.5389385389341138,2.0,0.246811315172211,0.5389385389341138,0.214250145893675,2,0,3
,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,老弟心里想的肯定是这怎么这怎么还需要等待开封呀？,正面,负面,0.5418600151600637,2.0,0.4249124617454075,0.0332275230945288,0.5418600151600637,2,0,11
,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,可以换个弟弟了，这个废了,正面,正面,0.5422157298569142,2.0,0.5422157298569142,0.2830066871245983,0.1747775830184874,2,0,6
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,加油吧 兄弟么,正面,正面,0.5479605171741567,2.0,0.5479605171741567,0.2901998599634913,0.1618396228623518,2,0,3
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,看我CSDN主页“天天都要happy哦”，本课程最详细全套MYSQL笔记,正面,正面,0.5490869794970198,2.0,0.5490869794970198,0.0792175208599938,0.3716954996429864,2,0,16
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,2026年3月12下午6点大家好,正面,正面,0.5498705632312214,2.0,0.5498705632312214,0.2406477846471244,0.2094816521216541,2,0,10
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,114个厉害,正面,中性,0.5525175536630947,2.0,0.3231268616858384,0.5525175536630947,0.1243555846510667,2,0,3
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,就可以毕业了,正面,中性,0.5539237579183813,2.0,0.2892165249752356,0.5539237579183813,0.156859717106383,2,0,3
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,系统工程师来卷,正面,中性,0.5549110139662661,2.0,0.290833199877378,0.5549110139662661,0.154255786156356,2,0,3
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,最喜欢偷偷搞学习了,正面,正面,0.5552645256454088,2.0,0.5552645256454088,0.2771625034573124,0.1675729708972787,2,0,5
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,你值得拥有,正面,正面,0.5569666236472322,2.0,0.5569666236472322,0.3375761122143463,0.1054572641384215,2,0,2
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,无敌铁牛,正面,中性,0.5572580741270811,2.0,0.2817534075083145,0.5572580741270811,0.1609885183646042,2,0,2
,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,[前方高能],正面,中性,0.5572580741270811,2.0,0.2817534075083145,0.5572580741270811,0.1609885183646042,2,0,2
,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,666。,正面,中性,0.5572580741270811,2.0,0.2817534075083145,0.5572580741270811,0.1609885183646042,2,0,2
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,肯定啦,正面,中性,0.5572580741270811,2.0,0.2817534075083145,0.5572580741270811,0.1609885183646042,2,0,2
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,谢谢宝宝,正面,中性,0.5572580741270811,2.0,0.2817534075083145,0.5572580741270811,0.1609885183646042,2,0,2
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,电商系统,正面,中性,0.5572580741270811,2.0,0.2817534075083145,0.5572580741270811,0.1609885183646042,2,0,2
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,无敌啦,正面,中性,0.5572580741270811,2.0,0.2817534075083145,0.5572580741270811,0.1609885183646042,2,0,2
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,清晰人声,正面,中性,0.5618522731108091,2.0,0.2830237233352535,0.5618522731108091,0.1551240035539372,2,0,2
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,家人们，有课本推荐吗,正面,中性,0.565817595029722,2.0,0.2556166637749597,0.565817595029722,0.1785657411953183,2,0,6
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,孙悟空那个我谢谢你 回不去了 救命,正面,正面,0.5663151146715065,2.0,0.5663151146715065,0.2620862936079329,0.1715985917205606,2,0,5
,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,评论比弹幕好玩这一块,正面,正面,0.5706581758145586,2.0,0.5706581758145586,0.277338739785715,0.1520030843997264,2,0,5
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,哈哈哈哈,正面,中性,0.573210546204833,2.0,0.2735226842911198,0.573210546204833,0.1532667695040473,2,0,1
,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,哈哈哈哈,正面,中性,0.573210546204833,2.0,0.2735226842911198,0.573210546204833,0.1532667695040473,2,0,1
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,金扬到此一阅，哇哈哈,正面,中性,0.5846010315172481,2.0,0.2516576071523403,0.5846010315172481,0.1637413613304116,2,0,7
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,第一遍学习可以看完基础篇先学后面的，等到学完框架再回来看进阶吗,正面,正面,0.5876598410629964,2.0,0.5876598410629964,0.1809548702363752,0.2313852887006284,2,0,17
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,你们都不行，水泥厂来卷,负面,中性,0.6223680329716752,-2.0,0.114329414545308,0.6223680329716752,0.2633025524830168,0,2,6
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,黑马的ppt从不让我失望,负面,中性,0.6288008161042736,-2.0,0.183074521298127,0.6288008161042736,0.1881246625975994,0,2,5
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,受不了了。。这个发音。。,负面,中性,0.6322217251721487,-2.0,0.1841752449458919,0.6322217251721487,0.1836030298819595,0,2,7
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,这都不要钱，我都不好意思看,负面,中性,0.6480459105409143,-2.0,0.0897256420828792,0.6480459105409143,0.2622284473762064,0,2,7
,"1=正面,0=中性,-1=负面",代表样本,生活区,BV1Rjc4zJEvz,我不行了，他Y的这一下我绷不住了。,负面,中性,0.6789734338488821,-4.0,0.116967961138521,0.6789734338488821,0.2040586050125968,0,4,7
,"1=正面,0=中性,-1=负面",代表样本,生活区,BV1Rjc4zJEvz,牙崩了牙崩了，牙崩了吗牙崩了吗,负面,中性,0.6927279343909849,-3.0,0.1822822449337529,0.6927279343909849,0.1249898206752622,0,3,7
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,是不是很贵？,负面,负面,0.5490689636361848,-1.5,0.1737601691239817,0.2771708672398334,0.5490689636361848,0,1,4
,"1=正面,0=中性,-1=负面",代表样本,学习区,BV1Kr4y1i7ru,时崎狂三打卡,中性,中性,0.6923232359530536,0.0,0.1743334244435495,0.6923232359530536,0.1333433396033969,0,0,3
,"1=正面,0=中性,-1=负面",代表样本,学习区,BV1Kr4y1i7ru,为了学习sql注入,中性,中性,0.6925613030827762,0.0,0.1887629889002449,0.6925613030827762,0.1186757080169789,0,0,4
,"1=正面,0=中性,-1=负面",代表样本,学习区,BV1Kr4y1i7ru,2025年打卡,中性,中性,0.694532130809253,0.0,0.1662030819801909,0.694532130809253,0.1392647872105559,0,0,3
,"1=正面,0=中性,-1=负面",代表样本,学习区,BV1Kr4y1i7ru,现在还有人学习,中性,中性,0.695663444869854,0.0,0.1735508778045196,0.695663444869854,0.1307856773256263,0,0,4
,"1=正面,0=中性,-1=负面",代表样本,学习区,BV1Kr4y1i7ru,徐伟在警校打卡学习,中性,中性,0.7080983154117115,0.0,0.184301420162458,0.7080983154117115,0.1076002644258304,0,0,5
,"1=正面,0=中性,-1=负面",代表样本,学习区,BV1Kr4y1i7ru,苦漫虑签到,中性,中性,0.7086265073342264,0.0,0.1489566426614036,0.7086265073342264,0.14241685000437,0,0,2
,"1=正面,0=中性,-1=负面",代表样本,生活区,BV1Rjc4zJEvz,同款饭碗,中性,中性,0.7086265073342264,0.0,0.1489566426614036,0.7086265073342264,0.14241685000437,0,0,2
,"1=正面,0=中性,-1=负面",代表样本,生活区,BV1Rjc4zJEvz,同款大蓝碗,中性,中性,0.7086265073342264,0.0,0.1489566426614036,0.7086265073342264,0.14241685000437,0,0,2
,"1=正面,0=中性,-1=负面",代表样本,学习区,BV1Kr4y1i7ru,吴鑫鑫到此一游,中性,中性,0.7086265073342264,0.0,0.1489566426614036,0.7086265073342264,0.14241685000437,0,0,2
,"1=正面,0=中性,-1=负面",代表样本,学习区,BV1Kr4y1i7ru,20250413报到,中性,中性,0.7086265073342264,0.0,0.1489566426614036,0.7086265073342264,0.14241685000437,0,0,2
,"1=正面,0=中性,-1=负面",代表样本,学习区,BV1Kr4y1i7ru,坚持第一天,中性,中性,0.7086265073342264,0.0,0.1489566426614036,0.7086265073342264,0.14241685000437,0,0,2
,"1=正面,0=中性,-1=负面",代表样本,学习区,BV1Kr4y1i7ru,zlr到此一游,中性,中性,0.7086265073342264,0.0,0.1489566426614036,0.7086265073342264,0.14241685000437,0,0,2
,"1=正面,0=中性,-1=负面",代表样本,生活区,BV1Rjc4zJEvz,同款电磁炉,中性,中性,0.7086265073342264,0.0,0.1489566426614036,0.7086265073342264,0.14241685000437,0,0,2
,"1=正面,0=中性,-1=负面",代表样本,生活区,BV1Rjc4zJEvz,同款碗,中性,中性,0.7086265073342264,0.0,0.1489566426614036,0.7086265073342264,0.14241685000437,0,0,2
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,"不好理解,知识点,精美动画图例,",正面,中性,0.5894230405777482,2.0,0.2722257699102723,0.5894230405777482,0.1383511895119795,2,0,9
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,加油，变成人们口中的他,正面,正面,0.5901434755096766,2.0,0.5901434755096766,0.2355751066426062,0.1742814178477172,2,0,5
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,耶耶耶，加油啊,正面,正面,0.5985511800842268,2.0,0.5985511800842268,0.2072815257257779,0.1941672941899952,2,0,3
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,是的，一定多支持黑马，航天机械转行，我也能成为软件黑马,正面,正面,0.5986302633031301,2.0,0.5986302633031301,0.0824026769340673,0.3189670597628026,2,0,15
